reviewID,predicted_label
lWkyv3GSaCdV2svWBKLcyg,0
kwU3cu5X3sj9qFnoZz2Pjw,1
0v7137YI8z_BlRdZIkX89A,1
vanSyT5j1L5xNEWFKiS,1
O-v1imql0whyTYk6UHidOQ,0
ripAHQKnkiRXjJnXSk40rg,0
Jy8bYszxJlNHSuWMsADqlw,1
SD,0
0u860YvFH6NgvHpyDs3eUw,1
YNUjcF2RUTfuuIdgthGx8Q,1
Fiv6uSkbYIaoLH5vcSIiEw,0
f-IHbJ6ReOhELp-f6dQPXg,0
BPNifMCLoKYQat5WJ3at9g,1
GOAvzEfF-z86boY5FhLYAA,1
yeDzI5j,0
-_zE505GUz-P1iIjba4YfA,1
J9dADlBsJXuRbz9kd1MogA,0
3IKohYTtWJf0N6kt7wiOgw,0
mMq7KxNgsA29iZzrTcFA7w,1
6hJOlNGoutoGVLLOrI1B-A,1
seP_J0Noe6nVrWk1pDmNJQ,1
ZNsn0aZvpBKrJyE9TaAtYQ,1
b2nT8PvSYtP6ERWMV5C0IQ,1
7j8r3ZAWePWz3hpCNyi_0g,1
ivhOFqlHGEURkgv9m-FiNQ,0
smDCO5QKudL8S2pPCp3eKw,1
QkxYJ6FdPevJzNwwqQMOmw,0
l5boLe1X6HJlgBOPO60eVg,0
qQMj1oJGBUgEfcVLObsVCA,1
JFjDqp_yRXF-g5ziG3MOgw,1
3Az08JYvCyzhlC4H2sdAsQ,1
bXRb50XYHrHjzLL_DEj1JA,1
ROPvV_H4FY3Q34btgLZLUQ,1
IJ2ckcSZKes4XRwr2mZy7Q,0
Qx7hRmk4IAuPH_mqzNQIgA,1
pFefpwtUK1x9WgjDxYWliA,1
DFwzB8yUjBbg9JTcQg7eMw,0
5uFjUt75I2GCgi74S8jWDw,1
6J6KgtNo1ZSV1ODv5Q6Quw,0
PqMyvXlCH6_tAG_KzhAFYw,1
1zdhKupjUG_HclsyEZbTwQ,1
TVA0l03q-Affgxlu6jokFg,0
ko2CBgArBgf_mZ4J1ozvfg,1
0JA6-Ed39gKoosh1wY9vpw,1
fOQZ0RFhoT0MqrRslOcl7A,1
LtC9SzIxgp5nd09DaBDZPQ,0
5fRcL2xDaRUo-e64tOiB1A,0
04VvesgLPIOsGSegwGzwvQ,1
zx2_mA-lyyvaV8aD46dxrg,1
3PsjTaKT2z,0
ov5Y2CmOva-RbVHNBRCe,1
7WSiXTW-wOsgKauhm3mdIw,0
lMwU4U2CJzv6cNa7Eb4GEA,1
XzGImN2cnoSZT9zrJaFo4g,1
WY1fSVx50rQljz1XpTi5Lg,0
K8QDMg-YooLP7TDRc_slNg,1
4Rz2OLg0Gj3B44BBktBWNg,0
G_-TJGS0GvaFIeJgnCJMzQ,1
otbOczGU7KQnlBZYtkVwmQ,0
nJj9WteI-KtcOuIEN7kXeg,0
5v_xXPrFFQvotFaA-CcSYA,1
DW8TtrIXJff2zNRbsK40FQ,0
ihHzRb5UG_mcCZxVzouuEA,1
JnzYc3m,0
HAg1LAhZVovBXfWf6dBfXQ,1
PieDyS9QyGPGBtWX8IhWHw,1
li9knoqQqlh2n_6k4kDLkQ,0
CUdRkspQuqjpHpjGztA1LA,1
b9UTrGPJepMTyWaAw-7yMg,1
Oe8nezbc,1
M8-hzVI46FLJ7bW__XNH_g,0
gjjZB2D7AgPetCIL5MqZ8g,0
ENqXrWm29dLbJSGk7-fR6w,0
iPLyRZHQIx-zMaDWBelLDA,1
sG1,0
WE83gDgM4gehG7l_7B4a1w,1
1Lh,1
qkZMDEFqt1WUoIjEEJ_chQ,1
D3pMdhArcNeVhdkXf68p5w,1
ASKXfXS1NbQEpAfsetXXIA,1
6SNRXkBQiP9oYyEIatb0ig,1
gZxtL2A15T3,0
qIfSVRDImVxrcyn4Cxvzpg,0
nADtXMSlsaDVv5LAI0Fa0Q,1
zgf0oiNLvhvsrgCR57GjLg,0
tWnpZaPv-rnPwmNAuui4Lw,1
J8v0R8hu4sJHlfpxf5I-1g,1
pNq3mnxQU81hnW-UO5PHWQ,1
0FIjYeBNRMvVjn1U8JFc-w,0
pD1J5S5NQyayYrpQJpdkpQ,1
3ZWD4Vwznt58sKAmbXZg,0
-tOx8bjlJieKV420kQSTxg,1
gjJ31EpkI2kmqmGnZIbY4A,1
BD9waR8P1neYsnCih0upTg,1
BzeYw--xVKc459K7woU2dA,1
GkSMbiJNeCrm-tpJyNoX5A,0
NaPbCJWPlj0ZV7r7VWwsMQ,1
4LZUO_Ne8MtX8zqNpQjl6A,0
dgPo6oOm,0
w0QFEm--XBZ-yUvgDKUD4g,0
SuQ2SUIzf93a_yNr7ngsTQ,1
I1evkgn3QOIUPxxOFiH22g,0
p2ixfcUHVnfqGJRGoaQHPQ,0
Wn7fFsFEne92kXOXX4-KiA,1
bqrFJNMhxAKuVFHEnhMC-w,0
1bxH51dS1nECr8o0XNh9MQ,0
QN5Ew,0
8ZBwMg7Y6ZXhU1g6pYI,0
Gc3IRNvvoo2zB-sX0L60MA,0
IMoksB66kFQ6Y6-M-yT4kQ,0
Dte0HwdU-StliSJo2jA42A,0
0XPat-wWsV9aapE7zrKSpA,1
S-P15remhUA0mpZuAhGgtw,0
yMyOhbCOPz3I1mdwWU4Aqw,0
SDxt0t4sO6zYZTsnLDzYqQ,1
aMpD6B91Oby1LCGoQojzQw,1
zsDhFlCvGnIjMrQJ7J4hEg,1
Omd8YgIcSetbeGd-RcpbVw,0
ejar,0
eRUAgVVuSoExPHnHJvK9gw,0
UY41CFmduarD3DdLrM4s3w,1
i0h-sQaEUIiX7f3ZhbqUxg,1
0-UZSndx7mFxYsjaaBZHPg,0
IBcTRJVtSPTdoUsCzqDo2g,0
szgUsJj32XjzQ6aQzlYvkw,0
RMZaK44Aj36ySj3ocP3UGQ,1
CXjPllSeZE6CI_orM7nBdw,1
zr2pZmq5v5XZ-Bebt4Mq-A,1
PiGNTKEk7ZlN6ho1SYLc8A,0
cQ2ouSOCxhgIkwSvhwQIPg,0
2p0Svq2qbA35iIBUIDQvNg,0
ApSvVkSiMP5o8FZ55lKvYA,1
TWdfvdyMDjjHoZcW2tNS4w,0
EpH1kapPQ72btSOqICYiLg,1
bn-jGno9JH76Vd9eFRkp1Q,0
7hr8O0sxVt1Zycq0IkxBxw,1
SwSVPMtv7girz5vvAVuJmw,1
5e2zpbAlvQfl2jkc1ie1OA,1
Q5A4X57t5BAHQTX1IscYZg,1
V8bNNYezymF8XJhyEDlRhQ,0
T2FbobrXHAB3eso9KqKtxQ,1
bsr_1cFwF4U_U0uFjNsN5g,1
2XUtFrKccF1hxJ-lS9B,0
WL-0BhIpU2Sc6NUb8khiUg,1
DcYuDxLixfTMN89M8qKa-A,0
KSnHRkKFfrDvoQN_BLHBaw,0
Fmfvjv,0
miqgZkaiW9VE4CAl-6jt6A,1
ETXc7xaGsl63MIKASIP3og,0
5R3NyalSuIB6L1hQL,1
ewgyRzWI4clYjPbP6_5osw,1
jCJZY5A2TEMfa2rf5rS-Cg,1
MXKpBfYBNiv5qg2W4CSe3Q,0
qPqxt-MNdMzSSwE8D7U9Cg,0
AthE,0
FjlPNFLv7uvSpgpf1RLTgA,0
GJcL4lvzZXpJlDCDMSZpBQ,0
PtmN1VEjYR7Z7Rfvwjx,1
_lOzvNU1hpxxNbKYllSgXA,1
IdZ-9Txz-ge8NVBVkaIotg,1
sAVN0EGeW5Ckx,0
OawUSFC5cTCTAaTD4DqV8A,1
jvAfJa2mMRHs78xPRwk2gw,1
z6t0svRORo4XzP6TAy_I8A,1
yLX5oMovh1ZtFFwY6XVx8Q,0
2hPl3vjLqI1OLYvlfX6rgw,1
ALKE2ttu6JAeXU6sfoWVHA,1
v2RMu1SDLUU1Syz82gzPVQ,0
5zETQe5UNqugSxKxRsn9pQ,0
x8csrb9y7WJuFuMiIIBozQ,1
Vk61p7JjcRyjecpeTOKRsA,0
dFfC38E3R4jbs3GJOVBeiQ,0
Rb1yFgZWNnoTmf9nPAgalw,0
0hJ1xKZ50bDavRSBvoa_mA,1
qLs3uYx26VMzCgEyZ9VpUw,0
37FIhxpSOTwCboyWLb39vg,1
i5cx5l8sBAI0EDOBQknRDQ,0
MrD56UpFAXN4vIgQmRNapA,1
AyIeEYw16KzyixZIjUYcww,1
uWpS6i42LFZC2Jqlp2IuGg,1
u5vfT4a-2cr7RcX2ssnFJg,1
ZG-VFR-9rRmPt0mRG3Kmmg,1
i53rZI-U3kASK18QSnBO1Q,0
cpV-C-ZU0aaQ8anrA8oclg,0
X3YRTw0PsOrvh7SS4H4jAQ,0
fiq7MmwYOPuKzDrZEmD6TQ,0
O7TGUZ,0
TQCjMf3Il3AVPvOlCHimnQ,1
d8x-RrSr4,0
rObzzzRXF-Qz0Qi4THzsNw,1
2A0W6kDWbbreV-XUk0uZKw,1
YggLWxqmMqs1UnF_muYMPA,1
hKQ9FS-Yyjy763ylblQEMw,1
o-415hcKrsLZB1EI4a9ZOQ,1
QJX-SADS5RNQXCql_nh27Q,1
tQ64zSffjKHZHUl-kkm6zg,1
XD36fuIMUEUFLkQ-eObr9g,0
JaEDu4xTJ8Iq0FRdhIrclg,1
qYWzR7bLY6izf4eTYkFGXw,0
scErHCoH2yeO43e2FbkSqQ,0
jWNuhmFJ18XlymSFieJGHA,1
kfWG2Rva8n60t3yWT0GhPA,1
xYpsTSuG0Coo-725I8sAXg,1
v0ADCEAqTR_QsW30sMtNqw,0
IrT7_4JXcsCMyTBkTODLaw,0
YY,1
F4daKvG2uzTvAK4odVAz0g,1
XvqPaJqzX5Y4-75cbeDp8A,0
sBtqYje8lOvSSUxPuzwT4Q,1
RZXkkUCnpGH9wVDF8uWz2Q,1
yc2l3QA1_nTjOMh_E78Tyg,1
-A,0
85aoIZV86KgHsVvuW-spMg,0
I91z9xKfv0pz3vQj1kN47Q,1
HglJEKcjvPNzkLgNrOy0Qg,0
_v3v3Zd3z92t6Nu9QVUwKA,1
SMwxpsGuLB,1
qnoNvW9c6e-6-IeS2RNrjg,1
iFbV6GM5l22a25ljlcdUYQ,0
znZdvMF_Q-rCT3ih3-AQAg,1
eSM1EnhB5O9bastgOuU4qg,0
NUR0S90vzCdr,0
-RalgsTwvinNIcT2BgEQAg,0
1a_3eTIfKSrWvy7k2feXSw,1
lmhFv1Ri5YwJsOJOxABA_A,1
rt03gVIhdqr65cUJbrspUA,0
OQb9ZmFOFiHrtcIQe0UEyg,1
QLXrRSVPHzTIx2rHfYwiXw,1
pyHRcN4euY3mcKNgqabOgg,0
8qto2GWuhun9wzRC,1
W_vjrAr3WK0TOKN1w_H8Uw,1
qg4DcEd-Vrc4DF1LIhSdkw,0
FXxkcGrwnZoQDzSuLxpYZQ,1
wcxsZVcNgea9Rkzke4o91A,1
RV43KiuzNPJeC-1A_b9ONw,1
QQOiWC0o02FQbYjAzqlNUA,1
NwXkooHMqbtpdSBBIWFxKw,0
F8hZ2x-klDe1DQI,0
IZ4sn5VsLk92FAIFmNqFKQ,0
7ORKdGQWe6YRJcNUeQ6CKA,1
khG-qNqGYixHmZKenLQmig,1
iCqKaCMbODmM2Ib60aTWGw,1
HP5PqqnUxbddTwmx7Du7Bw,1
n8dWRTzd7ewFT2U2xVIDdQ,0
P-55JvAPZsON8SpHT5O7Jg,1
Nj5LdragMSXMt_7y4MHnHQ,1
mEeKAKcXW9BEI9tPRM5Nqw,0
ohHlLgK7BetRjoIX5bNBAA,1
kz6QS9M4IlZcfkaSVX8EFg,0
YxF1D6-E_ksd_FQib1uamw,1
HilSinzo1Fi8MexDQgBuVQ,0
drAqZGZcUbZY4wQE8w8mXA,0
d-drnJlcYmLk6n,0
GOm9HgegKhtc2Cl1mP25EQ,1
Qg0UQtjn-0sduV7xrvOraQ,1
L2xu5b3TuD2X8isumqLhGA,0
YyaCvqD44_J_b4ucemDfSQ,1
tT5ZtvWXuFAzxDKUhjAfaw,0
6JhYgKjPK0UEsfJGuo-ydg,1
E576AcaSWwh9klTBVYhwMA,0
z6mIB8xaMdr7gxmIgczfeQ,0
dOKCwTzPP-Ki2eQJ44qUcA,0
DpXwUSeZOVrIS5ETQ1wI,0
FuczI1Il2Orw4XqiFcIaqg,0
YTamAb3k3HxEzxvj,0
WjZeiFK1rC1PBUs0mYHb4w,1
XD40xzKrpSZ3cZX4qo2gew,0
oY384TrV7y7K7zxZ99UaWA,0
vqSXh8xwKLey9R9pYW-CQA,1
yl-VDc3WG3EKmNGlSmpZ3Q,0
DmYv2AOWotEu9H-RrGAkCg,1
cwpmM6RWe3_2R11BLWDxLA,0
9hSNchHDicnZAM1_SFZwYw,1
DiDHO3D_n2xloSeQLRZkkg,1
YSx7WFqmQcX2JnGkdEcu3Q,1
xranok0oWiB4G13KsTwv8w,1
XcrkGhFMbhVbkPGpgaPseQ,1
v5yxbFApitn07LrG6OTi1g,1
wtKWOJ89DyWiz3jaxNxx4Q,0
vmqhsgEqa_Dk7euBxRTR9w,1
Oi-KZR-z5fvI8PdIs7XpbA,0
fSyrHaGLQKHaeNFmGgmiTw,1
4Hu2W-ndfNEI5fAEyrVlJQ,1
NpvTpWPk5MNEDabgjySuCw,0
0e7lgUlPDU7ovpon6zkhWQ,0
wFqp_pwVJudgePoMwZCkUg,1
wwTmDM2IuXhdc-UNHmYbBg,0
lKFlHGDXEzHkr3iv3mL-IQ,0
v-NEZxwXreAkYYfr6vL77A,1
9nGyiLOa1_BpWkh2yjuuqg,1
bvtHfsUIdhwu4JurA2R0OA,0
njojqER8QcumslfznJEBZg,1
AwaIiN,0
4piKqcuxfgZ17Dd-rINcYA,0
q5IYoU43sVAfuZFNnpTOmQ,1
1tVqf12M3_4duDXnop9oZg,1
zNNNSHzKHI92Giw_70DUcA,0
WCpXYGcf4rJMJlINOqCQ5A,1
W0pJttA2pLUj4vqJbrZhkA,1
30hxkxhzKyXIsal2noCjqA,1
L2-DY5WwfNdCSV4IwrKAYg,1
gezSIvH70TGWtwSUjEqgHA,0
EPUy0yoths8UUCky2sYIAw,0
Rgei8-87Zg2O5Z51azBlfg,0
qhS1Y1EMgOlumAhKSE4Pbg,1
VfdtwLNjb7-F8Gij15JuIw,0
jMN9X6MPwoNaszZDhcI0zQ,1
0HOPaU9TtEUCVCQhQZdKaA,0
AljL6qtpCFJZImb5lhOxDw,0
xYGZqG4XCIINUJpF4p426g,0
cAG2JgD9M005clXsVp4R-Q,1
kVJoHJtc0Fs0Pu1sKc9i6Q,0
wDheoqPlSThML4pShhog3g,0
V-DL1yRI2chJuDL7TeKVLg,0
1pM9RHGtxbCPz90oVw1hNQ,0
SiJRavtdGSpQvFTKfJUdZw,0
TVLUFmQNfq439n7Ql1riSA,1
d3Xlm5eyJA3Pi02HdfnhtA,0
tlSU0kLrheRA6tMbn3qjSw,1
1MLLZjuhKJ_FJC_vnxNhWw,1
xPYnxixrQ6vNtcmnzn7RSw,1
GpbbeECtEH3QnryjS2w,1
dM6f4T6oSMg,0
kCPJcQlEpBZFSFAtKEBx0A,1
pxYKEkup,0
pMfJTMmWbyk82JiFTtO7iw,1
4jDtnd1rk9yS55pqb1Wiyg,1
XUChIus27q7-bJsIpdMcVw,0
Sp_7fe1EHdm6BEjdD9r2_A,1
uY5580nlZ_Cgg9JPbqLbXA,1
pAlghjAgA61NJuXELPUoSw,1
2fEq7QlQlDd1qiV1IT469A,0
M2CRlILsdlsEaNzo-BgjeQ,0
e5sSBcEViCrovjxMCE--ig,1
YBFalhgrgaavK1kJzuaKQQ,1
0q2gZl6GBCP5-4ayQ-4TEQ,0
t6PgIlYLvlbmOP09yt17qQ,0
-PSmalf_5aCuLGYo35geag,1
B9wU9jj18OevQAdJQBMXeA,0
gfDLQXzMf2SdNgTUeOYubQ,0
JGxxNXOGtsbMNaO2QuqHfQ,1
SYuZ5w0BpkMwtQ6Z6vVyxw,1
932BRgtwtaV0-tflGI39Ig,0
aU5LYlyen2AuTYvcumyDXQ,0
JOQJA7kC10dCaCrX379tjg,1
ebUMx2N50Xc6MR8fkF76eA,0
uqWX10vB7qNpOhfJR7vBeg,1
a4WwqsZi759W6AYxTv_JOw,0
QGvTJlfNK-pmSc6ONra6RA,0
ahZn3L6xu0ydsi8VFSXA2A,1
TAJm8S_VL73tBez9n8cFlQ,1
8R_PbhWS736cZRtTKAiBog,1
tpdwmVB99fMic0A8-I6zgA,1
nYuA-wN1o9rS3k7gdzB-RA,0
XnS3Dhkoa4AZVhbotU3KbQ,0
3BbMohhKTnPusybEsGi_cQ,1
mLcr5O5IaG3qcZDjYvUbcg,1
E_mPqU2J5ojm-uH4dPOKFA,1
2I5um,0
xtYXPK77EwAqY3Ba6vR_iQ,1
lM1pBsMnQmRLC3B94EcUew,0
Tns0DLcu8GksvjrZyIKQOw,0
7kmPGEyXGuHL4hxWeHvzhA,0
ndX2gidQd11gqcM70etawg,1
UQbg8hXEJZUBsxZn-Mb-0Q,0
dX5On_haUZTkQow2RE2h7w,1
Iwx_41G8X0beN2IF4_doiA,1
7ZGlYmqSRwRHwaV2,0
o6ApR57tqTcqCSg33tpSNg,0
cWQX3c7_EK6H0EE6iVrj1w,1
groBwaNCIFDotcpLs5TUDw,0
8a5iyI5xNtyq5eMVxETA7A,1
QWFJ-wfkMg31hpST6Zk2yg,0
_z6rnLTLS2Zxn9tqEMv3EA,0
yGmYI3GbubSZkFB4A-2lxQ,0
SZY_XJQsDoNI3bFlvtqwqg,1
emVweCp5lL5bmIwiAbH97A,1
bZxo19Vpuqh9bn9gz5XH9g,1
-P8-QryIXmEMgC45GMAJ8g,1
xHUQiz7G9FEvL5fwJMgy9Q,0
o8n6aXWm7097dtbsG8RkYw,0
yIfNKzzeAmZialTAWy7TDg,1
n5tcrQsgBHW1zAdbxvw3PQ,0
ReiEED9MPd-CVc88RxSx0A,1
gYEC4lrqmVR3egKZvlwo2w,1
seO13qMT2IhLjhc_ysRSsQ,0
vifVti3LUH8hQ7KMtT-Swg,1
TY-ni34tbos4QY1FiCRtBQ,1
2by1qmnxoF988nTjpCqLIA,0
Mo-WHjVnQL7dccIRDzlUMA,0
q68SYP6Smx2RaYvS1cZZmA,0
gIYu6g1H7adqqEwlr6vh2g,0
7hf4oAnvOUVZXsvgqx4Ztw,1
jSYAc4jA26m1UMcOY9cH3Q,0
3mw8Xoy5loMKTztt8QypAA,0
w8vAaMUSzpURdZG1PB6Vrg,1
y-yRx2p8TOZLZMwkWtzgyA,1
raHVV4XJgGnT53mxgthEaw,0
Q7yLCB8bkudgRFDCuHsyPQ,0
uf8eIMSc1ajsNq2CkOq64w,0
CXvdjsDgdw6ZpgZNmMSvDw,1
vBN1knbHyMflUAcUwwv8Pg,0
DDVylj1fLqRMf,0
WqDzgIaIaqDG2K6E7-WbCg,1
I15-4i7kvWURLWGY7l82Fw,1
46IIq1OTzEapZUZeg1-RBQ,0
pAFGIpsGgzkrGLJhNhDTFw,1
ptp-seIP9h9DI5yJuF6qqA,1
_DKTfP18Up5nr86zteSL6A,1
JWCApQqbtij6dOXmyFGI7g,0
m0MtlfQ,0
kP-OqSlEUoEuePKSThQETA,1
ZCuUk,0
20jgSBWt2aQRNv4FIfq3TA,1
ly8iiEY1J2p-6RP,0
DCpks8YwwbpsyF1exmJ1cQ,0
1piDtXX2qiZrj7D_NTX7-g,1
UxtnX3YrsgYP_M_qnZ68Tw,1
wONiA4Vl0vXAv8xsSjNduQ,1
qMYh7iBOnuufviuqS9o7yw,0
QQqQXUnrx2HUfwTmsHEeTA,1
5VnNP0vquLYESOhmbUSqpg,0
3xCcApuE8D,0
NmVeaO1NR1I23nfnRMw--Q,1
pxdGdhbkDdX7P3n3zOWZFA,0
w2Pn61o3UJzcdS3jIdbClA,1
ySsuPm5S6bMygOTA8fkKNQ,0
VrpaFtfTraecVsIXG6D-5A,1
QMPZgFEO4CoRytb9BAsPcA,0
TjYkwKIeWAAurWb,0
x7SJgeNkaXehQHsRXezixg,1
6iHxiTdunSlX1Fg_nGIEeg,0
m3IVqMhVTYzmvVd1p3WeUQ,1
D__bwcugPytVeqlwYwfZlA,1
sqP-k3rY9rOVm9YRgUT4fQ,1
5Qhutxy44TVpKWPDUlYG7A,1
Opx5vMsP1sZSciK9F9t2eg,1
AZ1I8-GLYE3cQ5V2e_8nDg,1
aTMyjHiKm4yz3NdS1sJhIw,1
HmXtm4qyGs43ronLqzbKLw,0
2jFOUEGZaUADU95YJdTtOQ,1
O_dgPZcVLNZcjRueDlpvxw,1
gBAKw4wksDwMPQnNfZYo1Q,1
WBuHZ1tjoyWWdzqgajDesA,1
4RQlcyfYBU5FMvbXIK7brw,0
BURi-TBJapfCoJmmV41VOQ,1
FAUZW1v1DGYesIaq6Xfe7w,0
